training set data:
utt_id: rms_a0001, utt_len: 597
utt_id: rms_b0181, utt_len: 745
utt_id: rms_b0182, utt_len: 553
utt_id: rms_b0183, utt_len: 527
utt_id: rms_b0184, utt_len: 861
utt_id: rms_b0185, utt_len: 725
utt_id: rms_b0187, utt_len: 717
utt_id: rms_b0189, utt_len: 781
utt_id: rms_b0190, utt_len: 1073
utt_id: rms_b0191, utt_len: 1129
utt_id: rms_b0192, utt_len: 949
utt_id: rms_b0193, utt_len: 569
utt_id: rms_b0194, utt_len: 545
utt_id: rms_b0195, utt_len: 559
utt_id: rms_b0196, utt_len: 651
utt_id: rms_b0197, utt_len: 657
utt_id: rms_b0198, utt_len: 563
utt_id: rms_b0199, utt_len: 883
utt_id: rms_b0200, utt_len: 711
utt_id: rms_b0201, utt_len: 1267
utt_id: rms_b0202, utt_len: 747
utt_id: rms_b0203, utt_len: 553
utt_id: rms_b0204, utt_len: 1121
utt_id: rms_b0205, utt_len: 437
utt_id: rms_b0206, utt_len: 1013
utt_id: rms_b0207, utt_len: 543
utt_id: rms_b0208, utt_len: 629
utt_id: rms_b0209, utt_len: 851
utt_id: rms_b0210, utt_len: 943
utt_id: rms_b0211, utt_len: 443
utt_id: rms_b0212, utt_len: 783
utt_id: rms_b0213, utt_len: 549
utt_id: rms_b0214, utt_len: 643
utt_id: rms_b0216, utt_len: 651
utt_id: rms_b0217, utt_len: 661
utt_id: rms_b0218, utt_len: 455
utt_id: rms_b0219, utt_len: 653
utt_id: rms_b0221, utt_len: 471
utt_id: rms_b0222, utt_len: 727
utt_id: rms_b0223, utt_len: 759
utt_id: rms_b0224, utt_len: 939
utt_id: rms_b0225, utt_len: 701
utt_id: rms_b0228, utt_len: 301
utt_id: rms_b0229, utt_len: 641
utt_id: rms_b0230, utt_len: 563
utt_id: rms_b0231, utt_len: 535
utt_id: rms_b0232, utt_len: 389
utt_id: rms_b0233, utt_len: 797
utt_id: rms_b0234, utt_len: 789
utt_id: rms_b0235, utt_len: 683
utt_id: rms_b0236, utt_len: 861
utt_id: rms_b0238, utt_len: 831
utt_id: rms_b0239, utt_len: 499
utt_id: rms_b0240, utt_len: 677
utt_id: rms_b0242, utt_len: 1111
utt_id: rms_b0243, utt_len: 683
utt_id: rms_b0244, utt_len: 739
utt_id: rms_b0245, utt_len: 483
utt_id: rms_b0246, utt_len: 465
utt_id: rms_b0247, utt_len: 871
utt_id: rms_b0248, utt_len: 653
utt_id: rms_b0249, utt_len: 407
utt_id: rms_b0250, utt_len: 751
utt_id: rms_b0251, utt_len: 755
utt_id: rms_b0252, utt_len: 875
utt_id: rms_b0253, utt_len: 827
utt_id: rms_b0254, utt_len: 1033
utt_id: rms_b0255, utt_len: 875
utt_id: rms_b0256, utt_len: 831
utt_id: rms_b0257, utt_len: 661
utt_id: rms_b0258, utt_len: 603
utt_id: rms_b0259, utt_len: 923
utt_id: rms_b0260, utt_len: 389
utt_id: rms_b0261, utt_len: 427
utt_id: rms_b0262, utt_len: 453
utt_id: rms_b0263, utt_len: 905
utt_id: rms_b0264, utt_len: 597
utt_id: rms_b0265, utt_len: 643
utt_id: rms_b0266, utt_len: 705
utt_id: rms_b0267, utt_len: 635
utt_id: rms_b0268, utt_len: 601
utt_id: rms_b0269, utt_len: 793
utt_id: rms_b0270, utt_len: 503
utt_id: rms_b0271, utt_len: 913
utt_id: rms_b0272, utt_len: 853
utt_id: rms_b0273, utt_len: 585
utt_id: rms_b0275, utt_len: 453
utt_id: rms_b0276, utt_len: 387
utt_id: rms_b0277, utt_len: 477
utt_id: rms_b0278, utt_len: 525
utt_id: rms_b0279, utt_len: 943
utt_id: rms_b0281, utt_len: 1043
utt_id: rms_b0282, utt_len: 743
utt_id: rms_b0283, utt_len: 463
utt_id: rms_b0284, utt_len: 513
utt_id: rms_b0285, utt_len: 573
utt_id: rms_b0286, utt_len: 533
utt_id: rms_b0287, utt_len: 543
utt_id: rms_b0288, utt_len: 559
utt_id: rms_b0289, utt_len: 715
utt_id: rms_b0290, utt_len: 921
utt_id: rms_b0291, utt_len: 671
utt_id: rms_b0292, utt_len: 1125
utt_id: rms_b0293, utt_len: 971
utt_id: rms_b0294, utt_len: 913
utt_id: rms_b0295, utt_len: 723
utt_id: rms_b0296, utt_len: 859
utt_id: rms_b0298, utt_len: 847
utt_id: rms_b0299, utt_len: 733
utt_id: rms_b0300, utt_len: 861
utt_id: rms_b0301, utt_len: 565
utt_id: rms_b0302, utt_len: 633
utt_id: rms_b0303, utt_len: 951
utt_id: rms_b0304, utt_len: 987
utt_id: rms_b0305, utt_len: 951
utt_id: rms_b0306, utt_len: 887
utt_id: rms_b0307, utt_len: 935
utt_id: rms_b0308, utt_len: 511
utt_id: rms_b0309, utt_len: 585
utt_id: rms_b0310, utt_len: 779
utt_id: rms_b0311, utt_len: 459
utt_id: rms_b0312, utt_len: 723
utt_id: rms_b0314, utt_len: 617
utt_id: rms_b0315, utt_len: 809
utt_id: rms_b0316, utt_len: 861
utt_id: rms_b0317, utt_len: 835
utt_id: rms_b0318, utt_len: 497
utt_id: rms_b0319, utt_len: 581
utt_id: rms_b0320, utt_len: 937
utt_id: rms_b0321, utt_len: 747
utt_id: rms_b0322, utt_len: 567
utt_id: rms_b0323, utt_len: 939
utt_id: rms_b0324, utt_len: 665
utt_id: rms_b0326, utt_len: 791
utt_id: rms_b0327, utt_len: 377
utt_id: rms_b0329, utt_len: 479
utt_id: rms_b0330, utt_len: 737
utt_id: rms_b0331, utt_len: 697
utt_id: rms_b0332, utt_len: 749
utt_id: rms_b0333, utt_len: 579
utt_id: rms_b0334, utt_len: 635
utt_id: rms_b0335, utt_len: 579
utt_id: rms_b0336, utt_len: 389
utt_id: rms_b0337, utt_len: 507
utt_id: rms_b0338, utt_len: 621
utt_id: rms_b0339, utt_len: 569
utt_id: rms_b0340, utt_len: 921
utt_id: rms_b0341, utt_len: 689
utt_id: rms_b0343, utt_len: 391
utt_id: rms_b0344, utt_len: 565
utt_id: rms_b0345, utt_len: 845
utt_id: rms_b0346, utt_len: 545
utt_id: rms_b0347, utt_len: 953
utt_id: rms_b0348, utt_len: 817
utt_id: rms_b0349, utt_len: 723
utt_id: rms_b0350, utt_len: 713
utt_id: rms_b0351, utt_len: 609
utt_id: rms_b0352, utt_len: 537
utt_id: rms_b0353, utt_len: 697
utt_id: rms_b0354, utt_len: 357
utt_id: rms_b0355, utt_len: 1023
utt_id: rms_b0356, utt_len: 555
utt_id: rms_b0357, utt_len: 515
utt_id: rms_b0358, utt_len: 1065
utt_id: rms_b0359, utt_len: 701
utt_id: rms_b0360, utt_len: 901
utt_id: rms_b0361, utt_len: 853
utt_id: rms_b0362, utt_len: 939
utt_id: rms_b0363, utt_len: 489
utt_id: rms_b0364, utt_len: 1023
utt_id: rms_b0365, utt_len: 629
utt_id: rms_b0366, utt_len: 927
utt_id: rms_b0367, utt_len: 713
utt_id: rms_b0369, utt_len: 541
utt_id: rms_b0370, utt_len: 629
utt_id: rms_b0371, utt_len: 933
utt_id: rms_b0372, utt_len: 567
utt_id: rms_b0373, utt_len: 925
utt_id: rms_b0374, utt_len: 987
utt_id: rms_b0375, utt_len: 405
utt_id: rms_b0376, utt_len: 607
utt_id: rms_b0377, utt_len: 697
utt_id: rms_b0378, utt_len: 833
utt_id: rms_b0379, utt_len: 1031
utt_id: rms_b0380, utt_len: 901
utt_id: rms_b0381, utt_len: 597
utt_id: rms_b0382, utt_len: 985
utt_id: rms_b0383, utt_len: 659
utt_id: rms_b0384, utt_len: 1235
utt_id: rms_b0385, utt_len: 949
utt_id: rms_b0386, utt_len: 891
utt_id: rms_b0387, utt_len: 549
utt_id: rms_b0388, utt_len: 463
utt_id: rms_b0389, utt_len: 1021
utt_id: rms_b0390, utt_len: 657
utt_id: rms_b0391, utt_len: 875
utt_id: rms_b0392, utt_len: 737
utt_id: rms_b0393, utt_len: 689
utt_id: rms_b0394, utt_len: 717
utt_id: rms_b0395, utt_len: 773
utt_id: rms_b0396, utt_len: 693
utt_id: rms_b0397, utt_len: 1195
utt_id: rms_b0398, utt_len: 539
utt_id: rms_b0399, utt_len: 681
utt_id: rms_b0400, utt_len: 755
utt_id: rms_b0401, utt_len: 591
utt_id: rms_b0402, utt_len: 943
utt_id: rms_b0403, utt_len: 1053
utt_id: rms_b0404, utt_len: 727
utt_id: rms_b0405, utt_len: 745
utt_id: rms_b0406, utt_len: 675
utt_id: rms_b0407, utt_len: 1061
utt_id: rms_b0408, utt_len: 383
utt_id: rms_b0409, utt_len: 921
utt_id: rms_b0410, utt_len: 577
utt_id: rms_b0411, utt_len: 727
utt_id: rms_b0412, utt_len: 437
utt_id: rms_b0413, utt_len: 833
utt_id: rms_b0414, utt_len: 809
utt_id: rms_b0415, utt_len: 707
utt_id: rms_b0416, utt_len: 673
utt_id: rms_b0417, utt_len: 715
utt_id: rms_b0418, utt_len: 713
utt_id: rms_b0419, utt_len: 547
utt_id: rms_b0420, utt_len: 993
utt_id: rms_b0421, utt_len: 1003
utt_id: rms_b0422, utt_len: 561
utt_id: rms_b0424, utt_len: 821
utt_id: rms_b0425, utt_len: 797
utt_id: rms_b0426, utt_len: 677
utt_id: rms_b0427, utt_len: 1119
utt_id: rms_b0428, utt_len: 849
utt_id: rms_b0429, utt_len: 851
utt_id: rms_b0431, utt_len: 673
utt_id: rms_b0432, utt_len: 881
utt_id: rms_b0433, utt_len: 831
utt_id: rms_b0435, utt_len: 385
utt_id: rms_b0436, utt_len: 497
utt_id: rms_b0438, utt_len: 777
utt_id: rms_b0440, utt_len: 817
utt_id: rms_b0443, utt_len: 541
utt_id: rms_b0444, utt_len: 845
utt_id: rms_b0445, utt_len: 735
utt_id: rms_b0446, utt_len: 843
utt_id: rms_b0447, utt_len: 1019
utt_id: rms_b0448, utt_len: 681
utt_id: rms_b0449, utt_len: 415
utt_id: rms_b0450, utt_len: 971
utt_id: rms_b0451, utt_len: 667
utt_id: rms_b0452, utt_len: 675
utt_id: rms_b0453, utt_len: 923
utt_id: rms_b0455, utt_len: 649
utt_id: rms_b0456, utt_len: 653
utt_id: rms_b0457, utt_len: 639
utt_id: rms_b0458, utt_len: 897
utt_id: rms_b0459, utt_len: 691
utt_id: rms_b0460, utt_len: 1133
utt_id: rms_b0461, utt_len: 725
utt_id: rms_b0462, utt_len: 523
utt_id: rms_b0463, utt_len: 625
utt_id: rms_b0464, utt_len: 475
utt_id: rms_b0465, utt_len: 983
utt_id: rms_b0466, utt_len: 721
utt_id: rms_b0468, utt_len: 761
utt_id: rms_b0469, utt_len: 757
utt_id: rms_b0471, utt_len: 687
utt_id: rms_b0472, utt_len: 767
utt_id: rms_b0474, utt_len: 661
utt_id: rms_b0475, utt_len: 573
utt_id: rms_b0476, utt_len: 969
utt_id: rms_b0478, utt_len: 1009
utt_id: rms_b0479, utt_len: 1101
utt_id: rms_b0480, utt_len: 1081
utt_id: rms_b0481, utt_len: 637
utt_id: rms_b0482, utt_len: 977
utt_id: rms_b0483, utt_len: 973
utt_id: rms_b0485, utt_len: 691
utt_id: rms_b0486, utt_len: 801
utt_id: rms_b0488, utt_len: 893
utt_id: rms_b0489, utt_len: 801
utt_id: rms_b0490, utt_len: 727
utt_id: rms_b0491, utt_len: 755
utt_id: rms_b0492, utt_len: 943
utt_id: rms_b0493, utt_len: 531
utt_id: rms_b0494, utt_len: 751
utt_id: rms_b0495, utt_len: 863
utt_id: rms_b0496, utt_len: 1155
utt_id: rms_b0497, utt_len: 1049
utt_id: rms_b0498, utt_len: 1013
utt_id: rms_b0499, utt_len: 845
utt_id: rms_b0500, utt_len: 449
utt_id: rms_b0502, utt_len: 763
utt_id: rms_b0503, utt_len: 883
utt_id: rms_b0504, utt_len: 885
utt_id: rms_b0506, utt_len: 897
utt_id: rms_b0507, utt_len: 527
utt_id: rms_b0508, utt_len: 939
utt_id: rms_b0509, utt_len: 681
utt_id: rms_b0510, utt_len: 573
utt_id: rms_b0511, utt_len: 439
utt_id: rms_b0512, utt_len: 693
utt_id: rms_b0513, utt_len: 997
utt_id: rms_b0514, utt_len: 675
utt_id: rms_b0515, utt_len: 617
utt_id: rms_b0516, utt_len: 1005
utt_id: rms_b0517, utt_len: 473
utt_id: rms_b0518, utt_len: 755
utt_id: rms_b0519, utt_len: 341
utt_id: rms_b0520, utt_len: 1173
utt_id: rms_b0521, utt_len: 633
utt_id: rms_b0522, utt_len: 639
utt_id: rms_b0523, utt_len: 839
utt_id: rms_b0524, utt_len: 915
utt_id: rms_b0525, utt_len: 691
utt_id: rms_b0526, utt_len: 629
utt_id: rms_b0528, utt_len: 637
utt_id: rms_b0529, utt_len: 445
utt_id: rms_b0530, utt_len: 665
utt_id: rms_b0531, utt_len: 637
utt_id: rms_b0532, utt_len: 999
utt_id: rms_b0534, utt_len: 779
utt_id: rms_b0535, utt_len: 467
utt_id: rms_b0536, utt_len: 419
utt_id: rms_b0537, utt_len: 561
utt_id: rms_b0538, utt_len: 649
utt_id: rms_b0539, utt_len: 659
test set data:
utt_id: rms_a0462, utt_len: 801
utt_id: rms_b0473, utt_len: 421
utt_id: rms_a0061, utt_len: 671
utt_id: rms_a0207, utt_len: 255
utt_id: rms_b0454, utt_len: 321
utt_id: rms_b0505, utt_len: 691
utt_id: rms_b0041, utt_len: 659
utt_id: rms_a0521, utt_len: 597
utt_id: rms_a0418, utt_len: 733
utt_id: rms_b0484, utt_len: 925
validation set data:
utt_id: rms_b0171, utt_len: 761
utt_id: rms_a0454, utt_len: 689
utt_id: rms_b0112, utt_len: 737
utt_id: rms_b0066, utt_len: 853
utt_id: rms_a0323, utt_len: 847
utt_id: rms_a0524, utt_len: 917
utt_id: rms_a0085, utt_len: 599
utt_id: rms_b0280, utt_len: 775
utt_id: rms_a0137, utt_len: 631
utt_id: rms_a0471, utt_len: 913
utt_id: rms_a0417, utt_len: 731
utt_id: rms_b0073, utt_len: 981
utt_id: rms_a0451, utt_len: 755
utt_id: rms_a0125, utt_len: 939
utt_id: rms_b0439, utt_len: 977
utt_id: rms_b0030, utt_len: 785
utt_id: rms_b0487, utt_len: 1073
utt_id: rms_a0211, utt_len: 835
utt_id: rms_b0467, utt_len: 465
utt_id: rms_a0492, utt_len: 533
utt_id: rms_b0110, utt_len: 573
utt_id: rms_b0176, utt_len: 341
utt_id: rms_b0005, utt_len: 733
utt_id: rms_a0028, utt_len: 461
utt_id: rms_b0220, utt_len: 465
utt_id: rms_b0437, utt_len: 685
utt_id: rms_b0423, utt_len: 611
utt_id: rms_a0237, utt_len: 703
utt_id: rms_b0139, utt_len: 423
utt_id: rms_a0097, utt_len: 825
utt_id: rms_b0434, utt_len: 841
utt_id: rms_a0573, utt_len: 863
utt_id: rms_b0237, utt_len: 705
utt_id: rms_a0281, utt_len: 641
utt_id: rms_b0241, utt_len: 777
utt_id: rms_a0536, utt_len: 541
utt_id: rms_b0188, utt_len: 785
utt_id: rms_b0325, utt_len: 559
utt_id: rms_a0198, utt_len: 617
utt_id: rms_b0533, utt_len: 1075
utt_id: rms_a0308, utt_len: 907
utt_id: rms_b0442, utt_len: 625
utt_id: rms_a0433, utt_len: 855
utt_id: rms_a0017, utt_len: 845
utt_id: rms_b0342, utt_len: 821
utt_id: rms_a0336, utt_len: 791
utt_id: rms_a0346, utt_len: 447
utt_id: rms_a0168, utt_len: 819
utt_id: rms_a0582, utt_len: 919
utt_id: rms_b0215, utt_len: 667
utt_id: rms_b0226, utt_len: 729
utt_id: rms_b0130, utt_len: 547
utt_id: rms_a0029, utt_len: 607
utt_id: rms_a0118, utt_len: 489
utt_id: rms_a0476, utt_len: 613
utt_id: rms_b0102, utt_len: 425
utt_id: rms_b0172, utt_len: 761
utt_id: rms_a0116, utt_len: 743
utt_id: rms_b0137, utt_len: 587
utt_id: rms_b0051, utt_len: 689
utt_id: rms_b0441, utt_len: 807
utt_id: rms_b0430, utt_len: 621
utt_id: rms_a0081, utt_len: 391
utt_id: rms_a0019, utt_len: 769
utt_id: rms_b0501, utt_len: 1045
utt_id: rms_a0320, utt_len: 781
utt_id: rms_a0287, utt_len: 371
utt_id: rms_b0101, utt_len: 667
utt_id: rms_b0186, utt_len: 661
utt_id: rms_a0541, utt_len: 507
utt_id: rms_b0070, utt_len: 677
utt_id: rms_a0553, utt_len: 703
utt_id: rms_b0527, utt_len: 583
utt_id: rms_a0321, utt_len: 769
utt_id: rms_b0368, utt_len: 655
utt_id: rms_b0313, utt_len: 1015
utt_id: rms_b0179, utt_len: 575
utt_id: rms_b0142, utt_len: 829
utt_id: rms_b0477, utt_len: 487
utt_id: rms_b0470, utt_len: 481
utt_id: rms_a0110, utt_len: 515
utt_id: rms_a0394, utt_len: 705
utt_id: rms_a0316, utt_len: 751
utt_id: rms_a0342, utt_len: 623
utt_id: rms_a0065, utt_len: 773
utt_id: rms_a0037, utt_len: 497
utt_id: rms_a0404, utt_len: 743
utt_id: rms_a0184, utt_len: 665
utt_id: rms_b0328, utt_len: 539
utt_id: rms_a0411, utt_len: 853
utt_id: rms_b0045, utt_len: 509
utt_id: rms_b0227, utt_len: 539
utt_id: rms_b0117, utt_len: 615
utt_id: rms_a0446, utt_len: 649
utt_id: rms_a0531, utt_len: 967
utt_id: rms_b0274, utt_len: 663
utt_id: rms_a0569, utt_len: 995
utt_id: rms_b0159, utt_len: 531
utt_id: rms_b0297, utt_len: 893
utt_id: rms_a0362, utt_len: 443
